,Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
138786,21.08.2011 19:30:00,989.74,24.07,298.11,17.51,66.79,30.01,20.05,9.97,12.69,20.25,1151.12,2.52,3.12,225.1
138792,21.08.2011 20:30:00,989.88,22.59,296.61,16.69,69.34,27.45,19.03,8.42,12.05,19.23,1157.49,1.51,2.64,234.3
138798,21.08.2011 21:30:00,989.66,21.43,295.47,16.15,71.9,25.58,18.39,7.19,11.64,18.58,1162.08,0.67,1.02,231.7
138804,21.08.2011 22:30:00,989.51,20.32,294.37,16.6,79.2,23.89,18.92,4.97,11.98,19.12,1166.06,1.2,1.72,225.7
138810,21.08.2011 23:30:00,989.42,20.81,294.87,16.01,74.0,24.62,18.22,6.4,11.53,18.41,1164.32,1.25,1.92,208.7
138816,22.08.2011 00:30:00,989.81,20.97,294.99,16.25,74.4,24.86,18.5,6.37,11.71,18.69,1164.02,1.14,1.92,208.5
138822,22.08.2011 01:30:00,989.59,17.96,291.99,16.07,88.7,20.62,18.29,2.33,11.58,18.48,1175.89,0.79,1.32,141.3
138828,22.08.2011 02:30:00,989.6,17.96,291.99,16.21,89.5,20.62,18.45,2.17,11.68,18.65,1175.83,0.33,0.8,185.5
138834,22.08.2011 03:30:00,989.73,17.55,291.57,16.13,91.4,20.09,18.37,1.73,11.62,18.56,1177.68,0.26,0.44,56.44
138840,22.08.2011 04:30:00,990.05,16.89,290.88,15.89,93.8,19.27,18.08,1.19,11.44,18.26,1180.88,0.44,1.24,176.7
138846,22.08.2011 05:30:00,990.56,17.12,291.07,16.2,94.3,19.56,18.44,1.11,11.66,18.62,1180.39,0.55,1.08,215.1
138852,22.08.2011 06:30:00,990.95,18.0,291.92,16.58,91.4,20.67,18.89,1.78,11.95,19.07,1177.08,0.4,0.72,250.2
138858,22.08.2011 07:30:00,991.46,19.55,293.43,16.96,85.0,22.78,19.36,3.42,12.24,19.53,1171.25,0.59,1.22,69.05
138864,22.08.2011 08:30:00,991.68,23.2,297.07,18.44,74.6,28.48,21.25,7.23,13.44,21.43,1156.24,0.69,1.6,137.2
138870,22.08.2011 09:30:00,991.82,22.9,296.76,17.91,73.5,27.97,20.56,7.41,12.99,20.73,1157.88,0.86,1.88,333.2
138876,22.08.2011 10:30:00,992.1,22.88,296.71,17.85,73.3,27.94,20.48,7.46,12.94,20.64,1158.33,1.08,1.96,341.4
138882,22.08.2011 11:30:00,992.26,24.68,298.5,18.2,67.25,31.13,20.93,10.19,13.23,21.1,1151.31,1.45,3.04,276.7
138888,22.08.2011 12:30:00,991.85,23.81,297.67,17.32,67.03,29.55,19.81,9.74,12.51,19.97,1154.7,1.09,1.96,324.6
138894,22.08.2011 13:30:00,991.55,25.34,299.23,16.96,59.79,32.38,19.36,13.02,12.23,19.52,1148.63,1.04,2.44,336.1
138900,22.08.2011 14:30:00,991.6,25.38,299.26,15.74,55.17,32.45,17.9,14.55,11.31,18.06,1149.18,2.77,5.0,25.75
138906,22.08.2011 15:30:00,991.7,25.52,299.39,14.91,51.88,32.72,16.98,15.75,10.72,17.12,1149.17,2.87,4.6,21.68
138912,22.08.2011 16:30:00,991.68,25.76,299.64,15.76,54.03,33.19,17.93,15.26,11.33,18.08,1147.8,1.03,1.68,6.44
138918,22.08.2011 17:30:00,991.57,24.65,298.53,15.91,58.26,31.07,18.1,12.97,11.43,18.26,1151.87,4.24,6.04,29.96
138924,22.08.2011 18:30:00,991.57,23.0,296.88,15.35,62.06,28.14,17.46,10.68,11.03,17.61,1158.58,3.12,4.32,15.4
138930,22.08.2011 19:30:00,991.99,21.7,295.54,14.83,64.97,26.0,16.89,9.11,10.66,17.03,1164.43,1.84,3.0,2.1
138936,22.08.2011 20:30:00,992.67,20.61,294.39,15.17,71.0,24.32,17.27,7.05,10.89,17.39,1169.39,0.93,1.64,1.03
138942,22.08.2011 21:30:00,993.08,19.49,293.23,15.37,77.1,22.69,17.49,5.2,11.03,17.62,1174.25,0.44,0.68,48.81
138948,22.08.2011 22:30:00,992.94,18.37,292.12,15.28,82.2,21.16,17.39,3.77,10.97,17.52,1178.65,0.37,0.96,253.7
138954,22.08.2011 23:30:00,992.56,17.6,291.38,14.98,84.6,20.16,17.05,3.1,10.76,17.18,1181.46,1.24,2.0,210.2
138960,23.08.2011 00:30:00,992.21,16.95,290.76,15.02,88.4,19.35,17.1,2.24,10.79,17.24,1183.67,0.45,0.64,227.3
138966,23.08.2011 01:30:00,991.98,16.36,290.19,14.87,90.9,18.63,16.94,1.7,10.69,17.07,1185.88,1.49,2.06,12.21
138972,23.08.2011 02:30:00,991.76,16.08,289.93,14.75,91.8,18.3,16.8,1.5,10.61,16.94,1186.82,0.38,0.72,120.0
138978,23.08.2011 03:30:00,991.31,15.42,289.3,14.34,93.3,17.55,16.37,1.18,10.34,16.51,1189.19,0.6,1.12,200.6
138984,23.08.2011 04:30:00,990.82,15.43,289.35,14.44,93.8,17.56,16.47,1.09,10.4,16.62,1188.51,0.92,1.48,198.7
138990,23.08.2011 05:30:00,990.29,14.97,288.94,14.21,95.2,17.05,16.23,0.82,10.26,16.39,1189.88,0.31,0.98,271.0
138996,23.08.2011 06:30:00,990.19,16.49,290.47,14.72,89.3,18.79,16.78,2.01,10.61,16.94,1183.27,1.41,2.04,228.3
139002,23.08.2011 07:30:00,991.23,18.69,292.59,15.37,81.0,21.59,17.48,4.1,11.05,17.64,1175.27,3.23,5.92,26.06
139008,23.08.2011 08:30:00,990.78,18.03,291.96,15.06,82.8,20.71,17.15,3.56,10.84,17.31,1177.55,4.22,6.28,35.61
139014,23.08.2011 09:30:00,989.6,20.04,294.08,15.83,76.7,23.48,18.01,5.47,11.4,18.2,1167.69,3.07,4.24,49.83
139020,23.08.2011 10:30:00,989.38,21.68,295.74,16.59,72.8,25.97,18.91,7.06,11.97,19.11,1160.53,1.6,2.28,28.95
139026,23.08.2011 11:30:00,989.42,23.04,297.1,17.3,70.1,28.21,19.77,8.43,12.53,19.98,1154.86,3.88,5.62,31.94
139032,23.08.2011 12:30:00,988.92,23.95,298.06,17.36,66.64,29.8,19.86,9.94,12.58,20.08,1150.7,4.35,6.56,40.08
139038,23.08.2011 13:30:00,988.29,25.64,299.81,18.2,63.53,32.96,20.94,12.02,13.28,21.19,1142.98,4.1,6.32,45.09
139044,23.08.2011 14:30:00,987.89,27.15,301.36,18.78,60.27,36.02,21.71,14.31,13.78,21.98,1136.43,1.93,4.2,74.4
139050,23.08.2011 15:30:00,987.15,28.72,303.0,19.47,57.41,39.47,22.66,16.81,14.4,22.96,1129.25,2.1,5.04,145.3
139056,23.08.2011 16:30:00,987.14,27.54,301.82,19.71,62.43,36.85,23.01,13.85,14.63,23.31,1133.52,2.45,3.34,36.85
139062,23.08.2011 17:30:00,986.65,27.71,302.03,20.22,63.78,37.22,23.74,13.48,15.1,24.06,1131.99,2.76,3.4,36.19
139068,23.08.2011 18:30:00,986.46,26.95,301.28,19.9,65.38,35.6,23.28,12.33,14.81,23.6,1134.84,2.38,3.16,31.18
139074,23.08.2011 19:30:00,986.57,25.75,300.07,19.77,69.6,33.17,23.09,10.08,14.69,23.4,1139.61,0.25,0.52,295.5
139080,23.08.2011 20:30:00,986.73,24.5,298.8,19.82,75.2,30.8,23.16,7.64,14.73,23.47,1144.55,0.56,0.92,223.0
139086,23.08.2011 21:30:00,986.74,23.17,297.46,19.71,80.9,28.43,23.0,5.43,14.63,23.31,1149.77,1.72,2.28,208.9
139092,23.08.2011 22:30:00,987.33,21.65,295.89,19.52,87.7,25.92,22.73,3.19,14.45,23.03,1156.52,1.28,1.96,225.1
139098,23.08.2011 23:30:00,987.63,21.86,296.07,19.36,85.7,26.26,22.5,3.75,14.29,22.78,1156.15,1.01,1.52,187.2
139104,24.08.2011 00:30:00,987.71,20.3,294.5,18.82,91.2,23.86,21.76,2.1,13.82,22.03,1162.72,0.98,1.4,194.1
139110,24.08.2011 01:30:00,987.91,19.27,293.45,18.38,94.6,22.38,21.17,1.21,13.44,21.43,1167.32,0.61,1.24,46.63
139116,24.08.2011 02:30:00,987.76,19.28,293.47,18.14,93.1,22.4,20.85,1.55,13.24,21.11,1167.25,0.52,1.48,203.1
139122,24.08.2011 03:30:00,988.15,18.55,292.71,17.24,92.1,21.4,19.71,1.69,12.5,19.94,1171.15,0.57,0.76,5.83
139128,24.08.2011 04:30:00,989.34,19.14,293.2,16.87,86.7,22.2,19.25,2.95,12.19,19.46,1170.41,3.96,5.96,216.5
139134,24.08.2011 05:30:00,989.53,19.34,293.38,16.08,81.4,22.48,18.3,4.18,11.58,18.49,1170.27,1.32,1.96,225.2
139140,24.08.2011 06:30:00,991.35,19.71,293.6,15.93,78.8,23.0,18.13,4.88,11.45,18.28,1171.03,4.37,7.36,230.2
139146,24.08.2011 07:30:00,989.8,17.84,291.85,16.37,91.1,20.46,18.64,1.82,11.8,18.84,1176.47,1.48,2.2,186.6
139152,24.08.2011 08:30:00,989.68,21.06,295.09,17.16,78.4,25.0,19.6,5.4,12.41,19.81,1163.02,1.55,2.44,172.7
139158,24.08.2011 09:30:00,989.88,21.83,295.85,18.07,79.2,26.21,20.76,5.45,13.15,20.97,1159.7,1.85,2.56,164.7
139164,24.08.2011 10:30:00,989.58,24.44,298.49,19.02,71.8,30.68,22.03,8.65,13.97,22.26,1148.62,1.07,1.92,186.1
139170,24.08.2011 11:30:00,988.7,26.43,300.57,18.57,62.04,34.53,21.42,13.11,13.59,21.67,1140.23,1.9,3.84,123.8
139176,24.08.2011 12:30:00,987.96,28.05,302.26,16.54,49.66,37.97,18.85,19.11,11.96,19.08,1134.37,1.78,3.4,177.4
139182,24.08.2011 13:30:00,987.39,29.14,303.4,15.94,44.86,40.44,18.14,22.3,11.51,18.37,1129.93,1.38,2.44,258.3
139188,24.08.2011 14:30:00,987.11,30.36,304.65,16.19,42.5,43.38,18.43,24.94,11.7,18.68,1124.94,1.6,3.36,233.3
139194,24.08.2011 15:30:00,986.96,28.54,302.83,16.73,48.85,39.06,19.08,19.98,12.11,19.33,1131.27,1.7,2.8,4.83
139200,24.08.2011 16:30:00,986.76,28.55,302.86,16.71,48.76,39.08,19.06,20.03,12.1,19.31,1131.01,3.79,4.84,30.81
139206,24.08.2011 17:30:00,986.6,27.54,301.86,16.74,51.8,36.85,19.09,17.76,12.12,19.35,1134.61,3.51,5.04,37.73
139212,24.08.2011 18:30:00,986.47,25.99,300.32,17.51,59.58,33.65,20.05,13.6,12.74,20.32,1139.92,1.69,2.28,350.0
139218,24.08.2011 19:30:00,986.82,25.05,299.34,17.89,64.52,31.82,20.53,11.29,13.04,20.81,1143.71,1.72,2.6,61.27
139224,24.08.2011 20:30:00,988.37,17.42,291.55,15.97,91.2,19.93,18.18,1.75,11.52,18.39,1176.66,1.69,2.96,329.8
139230,24.08.2011 21:30:00,987.96,17.09,291.26,15.23,88.8,19.52,17.33,2.19,10.98,17.54,1177.89,1.31,2.44,3.26
139236,24.08.2011 22:30:00,988.89,16.44,290.53,15.34,93.2,18.73,17.45,1.27,11.05,17.65,1181.6,1.87,2.6,335.4
139242,24.08.2011 23:30:00,989.17,16.25,290.31,15.07,92.7,18.5,17.15,1.35,10.86,17.34,1182.85,0.65,1.56,287.2
139248,25.08.2011 00:30:00,990.23,15.86,289.83,15.16,95.6,18.05,17.25,0.79,10.91,17.42,1185.68,0.79,1.48,196.4
139254,25.08.2011 01:30:00,989.96,15.99,289.99,15.19,95.0,18.2,17.29,0.91,10.93,17.46,1184.8,2.25,3.52,242.4
139260,25.08.2011 02:30:00,990.14,15.53,289.51,14.88,95.9,17.67,16.95,0.72,10.71,17.11,1187.06,0.8,1.52,162.0
139266,25.08.2011 03:30:00,990.1,15.46,289.44,14.81,95.9,17.59,16.87,0.72,10.67,17.04,1187.34,0.6,1.44,180.6
139272,25.08.2011 04:30:00,989.96,15.19,289.18,14.81,97.6,17.29,16.87,0.41,10.67,17.04,1188.28,0.56,1.24,186.6
139278,25.08.2011 05:30:00,990.09,14.87,288.85,14.59,98.2,16.94,16.63,0.3,10.51,16.8,1189.87,0.41,0.92,339.9
139284,25.08.2011 06:30:00,990.16,14.5,288.47,14.31,98.8,16.54,16.34,0.2,10.33,16.5,1191.62,0.84,1.24,233.1
139290,25.08.2011 07:30:00,990.26,14.84,288.81,14.67,98.9,16.9,16.72,0.19,10.57,16.88,1190.16,0.86,1.36,204.5
139296,25.08.2011 08:30:00,989.97,15.78,289.77,15.53,98.4,17.96,17.67,0.29,11.18,17.85,1185.5,1.13,1.72,156.1
139302,25.08.2011 09:30:00,989.87,18.02,292.03,17.41,96.2,20.7,19.91,0.79,12.61,20.12,1175.25,1.12,2.4,188.1
139308,25.08.2011 10:30:00,989.85,19.51,293.53,16.47,82.6,22.72,18.77,3.95,11.88,18.96,1169.76,1.66,2.76,110.5
139314,25.08.2011 11:30:00,989.48,21.43,295.48,16.43,73.2,25.58,18.72,6.85,11.85,18.92,1161.72,1.15,2.48,49.87
139320,25.08.2011 12:30:00,988.98,23.1,297.2,16.63,66.95,28.31,18.95,9.36,12.01,19.16,1154.48,1.54,3.44,59.14
139326,25.08.2011 13:30:00,988.61,24.35,298.49,17.36,65.06,30.52,19.86,10.66,12.59,20.09,1148.79,2.63,4.24,42.82
139332,25.08.2011 14:30:00,988.26,25.17,299.34,17.48,62.42,32.05,20.01,12.04,12.69,20.24,1145.16,3.79,5.8,37.79
139338,25.08.2011 15:30:00,987.56,25.2,299.43,17.78,63.48,32.11,20.38,11.73,12.94,20.64,1144.06,3.04,4.72,56.43
139344,25.08.2011 16:30:00,987.3,25.19,299.44,17.57,62.72,32.09,20.13,11.96,12.78,20.38,1143.91,4.51,7.12,57.6
139350,25.08.2011 17:30:00,987.56,24.74,298.97,17.37,63.58,31.24,19.86,11.38,12.61,20.11,1146.06,3.7,5.76,41.52
139356,25.08.2011 18:30:00,987.32,23.73,297.98,17.79,69.37,29.41,20.4,9.01,12.95,20.66,1149.44,1.8,2.46,50.51
139362,25.08.2011 19:30:00,987.68,23.21,297.42,17.17,68.83,28.5,19.62,8.88,12.45,19.86,1152.23,1.33,2.24,12.32
139368,25.08.2011 20:30:00,987.84,22.88,297.08,17.23,70.5,27.94,19.69,8.24,12.5,19.94,1153.66,1.04,1.6,47.86
139374,25.08.2011 21:30:00,987.54,21.43,295.65,17.39,77.8,25.58,19.9,5.68,12.63,20.15,1158.9,0.74,1.2,24.46
139380,25.08.2011 22:30:00,987.39,19.71,293.93,17.38,86.4,23.0,19.87,3.13,12.62,20.13,1165.53,0.16,0.44,345.4
139386,25.08.2011 23:30:00,987.27,19.1,293.33,17.19,88.7,22.15,19.64,2.5,12.47,19.9,1167.93,1.16,1.64,230.6
139392,26.08.2011 00:30:00,987.02,18.41,292.66,17.12,92.2,21.21,19.56,1.65,12.42,19.81,1170.43,1.01,1.48,209.6
139398,26.08.2011 01:30:00,986.81,17.56,291.83,16.68,94.6,20.11,19.02,1.09,12.08,19.28,1173.85,0.61,1.12,177.8
139404,26.08.2011 02:30:00,986.3,17.44,291.75,16.8,96.0,19.95,19.16,0.8,12.17,19.42,1173.66,0.47,1.16,195.2
139410,26.08.2011 03:30:00,985.58,17.28,291.65,16.6,95.8,19.75,18.92,0.83,12.03,19.2,1173.55,0.77,1.36,359.1
139416,26.08.2011 04:30:00,985.34,16.94,291.33,16.38,96.5,19.33,18.66,0.68,11.86,18.93,1174.75,0.93,1.28,35.48
139422,26.08.2011 05:30:00,984.87,16.71,291.14,16.25,97.1,19.05,18.5,0.55,11.77,18.78,1175.19,0.54,0.84,222.7
139428,26.08.2011 06:30:00,984.6,17.62,292.07,16.76,94.7,20.18,19.11,1.07,12.16,19.41,1170.91,0.63,1.24,166.5
139434,26.08.2011 07:30:00,984.19,19.95,294.45,17.2,84.2,23.35,19.66,3.69,12.52,19.97,1160.87,0.6,1.32,165.3
139440,26.08.2011 08:30:00,983.46,21.91,296.48,17.51,76.1,26.34,20.04,6.29,12.77,20.38,1152.13,1.07,1.68,173.6
139446,26.08.2011 09:30:00,982.59,24.8,299.46,17.97,65.81,31.35,20.63,10.72,13.17,21.0,1139.68,1.56,2.98,180.4
139452,26.08.2011 10:30:00,982.05,26.86,301.58,18.9,61.74,35.42,21.87,13.55,13.97,22.27,1130.68,1.8,2.96,184.4
139458,26.08.2011 11:30:00,981.11,28.73,303.54,18.77,54.92,39.49,21.69,17.8,13.87,22.11,1122.67,4.59,6.62,171.7
139464,26.08.2011 12:30:00,980.23,29.71,304.6,19.07,52.89,41.79,22.1,19.69,14.15,22.55,1117.85,4.28,6.36,177.8
139470,26.08.2011 13:30:00,979.66,31.14,306.09,19.46,49.93,45.35,22.64,22.71,14.5,23.11,1111.71,2.64,4.56,181.7
139476,26.08.2011 14:30:00,978.93,32.45,307.48,17.73,41.62,48.83,20.32,28.51,13.02,20.76,1107.11,3.1,5.86,176.3
139482,26.08.2011 15:30:00,978.27,32.67,307.76,14.27,32.95,49.44,16.29,33.15,10.42,16.65,1107.3,5.72,8.84,214.8
139488,26.08.2011 16:30:00,977.7,32.92,308.06,14.23,32.41,50.14,16.25,33.89,10.4,16.62,1105.76,3.68,6.0,189.6
139494,26.08.2011 17:30:00,977.42,32.62,307.78,13.67,31.79,49.3,15.67,33.63,10.03,16.04,1106.78,2.6,4.16,199.8
139500,26.08.2011 18:30:00,977.09,30.94,306.12,13.9,35.47,44.83,15.9,28.93,10.19,16.28,1112.41,0.17,0.76,345.8
139506,26.08.2011 19:30:00,977.15,28.25,303.41,15.0,44.47,38.41,17.08,21.33,10.95,17.48,1121.9,1.06,1.5,242.2
139512,26.08.2011 20:30:00,977.07,27.28,302.44,16.18,50.75,36.3,18.42,17.88,11.81,18.85,1124.84,2.02,3.4,203.8
139518,26.08.2011 21:30:00,976.76,26.34,301.52,16.59,55.06,34.35,18.91,15.44,12.13,19.36,1127.79,0.76,1.28,204.0
139524,26.08.2011 22:30:00,976.53,24.92,300.11,17.27,62.53,31.58,19.74,11.83,12.67,20.22,1132.53,0.39,1.82,325.6
139530,26.08.2011 23:30:00,978.34,21.31,296.32,13.86,62.47,25.39,15.86,9.53,10.15,16.21,1150.29,3.72,7.42,251.2
139536,27.08.2011 00:30:00,979.19,18.69,293.61,14.56,76.9,21.59,16.6,4.99,10.61,16.95,1161.3,5.41,7.73,245.5
139542,27.08.2011 01:30:00,980.06,17.83,292.67,14.72,82.0,20.45,16.77,3.68,10.71,17.11,1165.69,1.58,3.76,230.7
139548,27.08.2011 02:30:00,981.13,17.77,292.52,14.87,83.1,20.37,16.93,3.44,10.8,17.26,1167.14,1.89,4.0,250.1
139554,27.08.2011 03:30:00,981.66,17.88,292.58,14.95,83.0,20.52,17.03,3.49,10.86,17.35,1167.29,1.48,2.8,308.6
139560,27.08.2011 04:30:00,982.0,17.69,292.36,14.3,80.5,20.27,16.32,3.95,10.4,16.62,1168.78,2.76,4.34,252.3
139566,27.08.2011 05:30:00,982.27,15.71,290.35,13.71,87.9,17.88,15.71,2.16,10.01,16.0,1177.4,1.97,4.44,289.4
139572,27.08.2011 06:30:00,983.12,14.56,289.12,12.89,89.7,16.6,14.89,1.71,9.48,15.15,1183.51,2.59,4.4,254.6
139578,27.08.2011 07:30:00,984.44,13.86,288.31,12.17,89.5,15.86,14.2,1.67,9.02,14.42,1188.31,3.74,8.53,233.3
139584,27.08.2011 08:30:00,986.01,12.68,286.99,11.47,92.3,14.69,13.56,1.13,8.6,13.75,1195.43,2.3,4.4,252.9
139590,27.08.2011 09:30:00,986.93,12.72,286.96,11.24,90.7,14.73,13.36,1.37,8.46,13.53,1196.48,2.38,5.7,232.8
139596,27.08.2011 10:30:00,987.61,12.6,286.78,11.35,92.1,14.61,13.46,1.15,8.52,13.62,1197.76,1.39,2.0,212.6
139602,27.08.2011 11:30:00,987.47,12.92,287.11,11.95,93.8,14.92,13.99,0.93,8.86,14.17,1196.0,1.16,2.3,189.1
139608,27.08.2011 12:30:00,987.81,13.51,287.68,11.55,87.9,15.51,13.63,1.88,8.63,13.8,1194.12,3.49,4.64,195.4
139614,27.08.2011 13:30:00,987.84,14.08,288.25,10.89,81.1,16.09,13.05,3.04,8.26,13.21,1192.05,3.98,6.24,200.5
139620,27.08.2011 14:30:00,987.84,14.12,288.29,9.78,75.1,16.13,12.12,4.02,7.66,12.27,1192.32,6.49,9.61,208.2
139626,27.08.2011 15:30:00,988.56,14.09,288.2,9.6,74.3,16.1,11.96,4.14,7.56,12.1,1193.38,4.4,6.46,198.7
139632,27.08.2011 16:30:00,988.91,14.69,288.77,9.91,73.0,16.74,12.22,4.52,7.72,12.36,1191.2,3.12,4.6,204.4
139638,27.08.2011 17:30:00,988.51,14.59,288.7,9.38,70.9,16.63,11.79,4.84,7.45,11.93,1191.33,5.77,8.53,210.6
139644,27.08.2011 18:30:00,989.0,14.3,288.37,9.33,72.0,16.32,11.75,4.57,7.42,11.88,1193.14,3.73,5.0,196.4
139650,27.08.2011 19:30:00,989.58,13.8,287.82,9.42,74.8,15.8,11.82,3.98,7.46,11.94,1195.89,2.48,3.36,190.3
139656,27.08.2011 20:30:00,989.86,13.67,287.67,9.62,76.5,15.67,11.99,3.68,7.57,12.11,1196.7,2.67,5.08,197.3
139662,27.08.2011 21:30:00,990.19,12.85,286.82,9.64,80.8,14.85,12.0,2.85,7.57,12.12,1200.53,2.56,3.24,201.2
139668,27.08.2011 22:30:00,990.34,12.76,286.71,9.73,81.8,14.76,12.08,2.69,7.62,12.19,1201.05,1.97,2.64,195.1
139674,27.08.2011 23:30:00,990.51,12.6,286.54,9.62,82.0,14.61,11.98,2.63,7.56,12.09,1201.98,2.86,4.52,192.6
139680,28.08.2011 00:30:00,991.14,12.48,286.37,9.53,82.2,14.5,11.91,2.58,7.51,12.02,1203.28,1.31,3.08,214.1
139686,28.08.2011 01:30:00,991.23,11.59,285.47,9.33,86.0,13.67,11.75,1.91,7.41,11.86,1207.23,2.12,2.56,232.5
139692,28.08.2011 02:30:00,991.55,11.24,285.09,8.96,85.8,13.35,11.46,1.9,7.22,11.56,1209.24,0.75,1.24,177.5
139698,28.08.2011 03:30:00,991.8,11.77,285.6,9.02,83.2,13.83,11.51,2.32,7.25,11.6,1207.27,2.8,3.56,216.1
139704,28.08.2011 04:30:00,991.81,10.86,284.69,8.74,86.7,13.02,11.29,1.73,7.11,11.38,1211.26,1.47,1.96,212.7
139710,28.08.2011 05:30:00,991.89,11.2,285.02,8.53,83.6,13.32,11.13,2.18,7.01,11.23,1209.98,2.67,3.2,210.1
139716,28.08.2011 06:30:00,992.23,10.96,284.75,9.02,87.8,13.11,11.51,1.6,7.25,11.6,1211.24,0.62,1.68,162.2
139722,28.08.2011 07:30:00,992.8,11.93,285.68,9.34,84.1,13.98,11.76,2.22,7.4,11.84,1207.7,1.78,2.92,171.6
139728,28.08.2011 08:30:00,992.68,14.55,288.32,8.55,67.21,16.59,11.15,5.44,7.02,11.23,1196.84,6.04,9.05,204.7
139734,28.08.2011 09:30:00,992.76,15.08,288.84,8.02,62.62,17.17,10.75,6.42,6.76,10.83,1194.92,5.97,9.13,209.8
139740,28.08.2011 10:30:00,992.94,15.86,289.61,7.92,59.16,18.05,10.68,7.37,6.72,10.75,1191.94,5.24,7.77,218.8
139746,28.08.2011 11:30:00,992.59,17.15,290.93,7.03,51.28,19.59,10.05,9.55,6.32,10.12,1186.51,5.56,8.81,214.2
139752,28.08.2011 12:30:00,992.19,17.19,291.0,7.44,52.62,19.64,10.34,9.31,6.5,10.42,1185.74,3.6,5.4,201.7
139758,28.08.2011 13:30:00,991.93,17.25,291.08,7.56,52.84,19.72,10.42,9.3,6.56,10.5,1185.14,4.11,6.4,221.4
139764,28.08.2011 14:30:00,991.74,17.35,291.2,7.92,53.82,19.84,10.68,9.16,6.72,10.77,1184.39,2.92,5.64,245.2
139770,28.08.2011 15:30:00,991.35,17.81,291.69,7.97,52.47,20.43,10.72,9.71,6.75,10.81,1182.03,3.19,5.56,218.1
139776,28.08.2011 16:30:00,991.11,17.85,291.75,8.16,53.03,20.48,10.86,9.62,6.84,10.96,1181.52,3.21,6.12,237.1
139782,28.08.2011 17:30:00,990.6,17.8,291.75,8.4,54.06,20.41,11.04,9.38,6.96,11.14,1181.03,2.93,4.96,206.0
139788,28.08.2011 18:30:00,989.95,17.16,291.16,8.48,56.58,19.6,11.09,8.51,7.0,11.2,1182.83,2.24,3.6,208.1
139794,28.08.2011 19:30:00,990.28,15.78,289.75,8.85,63.35,17.96,11.37,6.58,7.18,11.49,1188.75,2.61,2.96,242.3
139800,28.08.2011 20:30:00,990.58,15.32,289.26,8.81,65.09,17.43,11.35,6.09,7.16,11.46,1191.02,2.49,2.92,233.5
139806,28.08.2011 21:30:00,990.72,14.78,288.71,8.69,66.86,16.84,11.26,5.58,7.1,11.36,1193.46,2.67,2.92,240.2
139812,28.08.2011 22:30:00,990.59,14.19,288.13,8.7,69.48,16.21,11.26,4.95,7.1,11.37,1195.75,1.85,2.72,256.2
139818,28.08.2011 23:30:00,990.51,13.29,287.23,8.84,74.4,15.29,11.37,3.91,7.17,11.48,1199.36,2.3,2.88,233.1
139824,29.08.2011 00:30:00,990.21,12.96,286.93,8.94,76.5,14.96,11.44,3.52,7.22,11.56,1200.35,0.75,1.24,226.1
139830,29.08.2011 01:30:00,989.59,12.45,286.47,9.21,80.6,14.47,11.66,2.81,7.36,11.78,1201.63,0.75,1.4,219.8
139836,29.08.2011 02:30:00,989.08,12.11,286.17,8.79,80.1,14.15,11.33,2.82,7.16,11.46,1202.59,1.42,2.88,224.7
139842,29.08.2011 03:30:00,989.1,12.22,286.28,8.35,77.2,14.25,11.0,3.25,6.95,11.12,1202.31,2.61,3.04,226.9
139848,29.08.2011 04:30:00,988.86,11.37,285.44,8.61,83.1,13.47,11.19,2.28,7.07,11.32,1205.52,0.92,1.36,205.6
139854,29.08.2011 05:30:00,988.64,11.07,285.16,8.72,85.4,13.2,11.28,1.93,7.13,11.41,1206.48,0.55,1.32,60.96
139860,29.08.2011 06:30:00,988.55,11.27,285.37,9.28,87.5,13.38,11.71,1.67,7.4,11.84,1205.32,1.57,2.82,353.9
139866,29.08.2011 07:30:00,988.37,14.27,288.39,8.79,69.53,16.29,11.33,4.96,7.16,11.46,1192.7,2.85,4.48,195.3
139872,29.08.2011 08:30:00,988.21,14.95,289.09,8.51,65.3,17.02,11.12,5.91,7.03,11.25,1189.79,3.14,5.4,216.1
139878,29.08.2011 09:30:00,987.88,16.3,290.47,8.4,59.44,18.56,11.03,7.53,6.98,11.17,1183.88,4.39,8.49,207.1
139884,29.08.2011 10:30:00,987.88,16.57,290.74,7.05,53.29,18.88,10.06,8.82,6.36,10.19,1183.22,5.03,8.05,215.4
139890,29.08.2011 11:30:00,987.89,16.66,290.83,8.13,57.03,18.99,10.83,8.16,6.85,10.96,1182.51,2.76,4.44,219.1
139896,29.08.2011 12:30:00,987.54,17.16,291.36,7.51,52.97,19.6,10.38,9.22,6.57,10.52,1180.26,5.39,8.97,209.1
139902,29.08.2011 13:30:00,987.43,18.09,292.31,7.17,48.8,20.79,10.15,10.64,6.42,10.27,1176.47,5.59,11.01,241.6
139908,29.08.2011 14:30:00,987.22,18.52,292.76,6.83,46.41,21.36,9.91,11.45,6.27,10.04,1174.59,4.56,7.89,209.8
139914,29.08.2011 15:30:00,987.4,18.23,292.45,7.53,49.59,20.97,10.4,10.57,6.58,10.53,1175.75,2.48,6.09,252.7
139920,29.08.2011 16:30:00,987.38,17.92,292.14,6.16,46.01,20.57,9.46,11.1,5.98,9.58,1177.4,2.81,5.88,260.3
