V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,F1,F2,F3,F4,F5,F6
Y15334,760.9613647,845.8391724,744.7941488,764.4519653,921.8986003,783.3749593,753.9800618,798.0724284,1240.28243,1656.219645,1517.916667,1121.360209,1241.834117,963.9644012,998.223175,1031.087372,1024.975093,1314.898234,1024.2848,,,,,,
Y15335,1050,1070,1160,1020,1420,1340,1540,1690,1360,1650,1600,2030,1950,1890,2030,1930,2200,2250,2110,,,,,,
Y15336,750,830,810,740,1010,970,1290,1280,1160,1330,1430,1580,1710,1680,1730,1710,1940,1900,1930,,,,,,
Y15337,2463,3930,2388,2164,2806,2505,1691,2176,1810,1526,3328,3028,2728,4465,2257,2314,2168,1242,3203,,,,,,
Y15338,2364,2850.7,3220.6,3310.1,3305.2,3258.7,3378.9,3811.8,3960.9,4442,4949.9,5252.8,5252.8,5442.5,4703.1,5220,5228.4,4538,4902.8,,,,,,
Y15339,3228,3652,3872,3979,4206,4374,4579,4698,4935,5272,5604,5720,5712,5515,4999,,,,,,,,,,
Y15340,5869.954073,5584.307093,5660.24628,6602.082297,6682.516279,6981.203519,6784.282147,6761.094673,6877.672078,7065.813889,5481.388572,5795.552201,6466.307505,6838.662821,7335.950541,6884.967287,6734.716547,6763.750342,6575.309118,,,,,,
Y15341,4091.714459,3806.234495,3804.724514,3820.525175,3867.96711,3940.340721,4088.283632,4098.265303,3997.326427,3926.280419,3732.724535,3717.488366,3303.493232,3169.00508,3149.023636,3229.962935,3124.252399,3269.092017,3119.82363,,,,,,
Y15342,4047.08471,4081.000448,4090.190563,4046.745534,4110.748259,4212.731977,4378.513276,4311.929055,4207.111332,4049.393945,3490.324709,3769.201848,3543.814288,2793.572108,2890.084848,3259.439238,2981.726796,2835.012983,2863.843066,,,,,,
Y15343,5788.580408,5317.965697,5471.669118,6546.704495,6661.011526,7084.741143,6908.948673,6914.860103,7040.159768,7292.467041,5751.192996,6124.177087,6802.851925,7161.16042,7698.15741,7037.526548,6895.007173,6916.461945,6759.046076,,,,,,
Y15344,2875,2875,2875,2875,2875,2875,2875,2875,2875,2875,2875,2875,2875,2875,2875,2875,2875,2875,2875,,,,,,
Y15345,1748.4,1749.8,1749.8,1749.8,1749.8,1749.8,1748.9,1808.2,2102.3,2452.1,2451.950989,2452.601013,2450.139008,2450.164032,2450.272064,2450.608978,2456.784058,2460.009003,2475.646973,,,,,,
Y15346,3611.000105,3612.000116,3611.000108,3599.999995,3599.999995,3599.999995,3599.999995,3599.999995,3601.000007,3598.999988,3600,3600,3600,3600,3600,3600,3600,3600,3600,,,,,,
Y15347,1748.3,1749.7,1749.8,1749.7,1749.8,1749.8,1748.9,1808.2,2102.3,2452.1,2451.929932,2452.579956,2450.11795,2450.142975,2450.251007,2450.588989,2456.764069,2459.989014,2475.626068,,,,,,
Y15348,1748.4,1749.8,1749.8,1749.8,1749.8,1749.8,1748.9,1808.2,2102.3,2452.1,2451.950989,2452.601013,2450.139008,2450.164032,2450.272064,2450.608978,2456.784058,2460.009003,2475.646973,,,,,,
Y15349,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,875,1000,1000,,,,,,
Y15350,1748.4,1749.8,1749.8,1749.8,1749.8,1749.8,1748.9,1808.2,2102.3,2451.950989,2451.950989,2452.601013,2450.139008,2450.164032,2450.272064,2450.608978,2456.784058,2460.009003,2475.646973,,,,,,
Y15351,1748.4,1749.8,1749.8,1749.8,1749.8,1749.8,1748.9,1808.2,2102.3,2452.1,2451.950989,2452.601013,2450.139008,2450.164032,2450.272064,2450.608978,2456.784058,2460.009003,2475.646973,,,,,,
Y15352,2188.183312,2156.180067,1887.158375,1823.152885,2113.176365,2164.181132,2078.173722,2075.173325,2099.175509,2117.176899,2118.177032,2105.843925,2088.010979,2083.008003,2079.999924,2079.999924,2079.999924,2079.999924,2079.999924,,,,,,
Y15353,6358,6363,6363,6363,6363,6363,6360,6469,7644,8976,8976,8976,8976,8976,8976,8976,8976,8976,8976,,,,,,
Y15354,124.2610062,139.4951205,155.155405,175.748535,200.318137,204.378102,195.5280111,228.1218795,243.6946709,297.0636788,354.8697415,402.0610085,433.9281435,520.5118818,567.7679691,627.2545652,697.312481,745.3043166,872.0818174,,,,,,
Y15355,786.5033388,895.7432216,889.3991019,965.6883865,936.594754,990.5396003,997.2789118,1025.707035,1123.733113,1212.119679,1281.053362,1308.20165,1351.554903,1648.130355,1655.439493,1894.951552,2155.100104,2190.918954,2533.427221,,,,,,
Y15356,464.6642483,496.7738571,575.419405,657.8853285,767.2330971,636.4109573,1054.947729,1004.204555,1011.186186,1211.790404,1471.392418,1430.062126,1272.79063,1383.672682,1622.313633,1117.084043,993.6158992,984.119299,1176.106282,,,,,,
Y15357,1193.855311,1323.468165,1420.371081,1423.247776,1773.492293,1875.235128,1793.560738,2028.999406,2151.093572,2543.610633,3179.707551,2939.294014,2917.200982,2875.474351,2947.218273,2998.819483,3366.901995,3859.412513,4227.49279,,,,,,
Y15358,1765.708489,1760.643627,1769.155174,2039.839139,2409.582088,2104.943974,2332.790046,2386.100683,2695.921906,3060.600788,3452.802908,3784.780437,3919.406516,4152.622425,4558.541219,5178.598856,5884.700535,6424.297565,7291.831633,,,,,,
Y15359,139.7219744,161.4545076,134.9581339,110.606529,117.5583891,121.4214872,152.1113424,170.0451457,190.5750845,212.0477931,245.2628295,267.7056526,284.986929,304.6914435,343.5124357,311.7722216,333.3060986,333.7871957,389.5501306,,,,,,
Y15360,1197.658954,1031.682513,1047.366942,1095.196899,1158.75916,1249.055616,1340.825265,1346.66832,1378.442959,1420.057001,1480.261565,1578.597292,1662.666457,1769.12471,1902.897014,,,,,,,,,,
Y15361,1191.366775,1273.62819,1315.698539,1392.564091,1410.582014,1640.943065,1789.439965,1592.228231,1454.801156,1537.580414,1626.232536,1730.795242,1790.46898,1795.593958,1867.507477,1915.030073,1867.685219,1862.50461,1899.956731,,,,,,
Y15362,489.0344934,506.2101246,504.510858,516.4851009,519.7373987,533.6427603,590.3430591,612.1694128,610.55724,635.6778659,630.8607765,632.6157621,638.1465791,683.0997597,711.6046212,729.2636874,774.6309781,801.5405721,901.7972722,,,,,,
Y15363,1566.076383,1516.066213,1527.128503,1672.548424,1810.023433,1807.683071,1710.609134,1969.132072,2052.993494,2449.855271,2956.597739,2925.937977,3078.829427,3197.868516,3506.650203,3807.218099,3968.124739,4033.731317,4896.244583,,,,,,
Y15364,63.19295282,64.42447471,70.0490941,83.66621281,94.37994048,111.5598325,121.2974447,126.2711746,132.5827693,151.6886964,167.7982801,190.6728606,220.1475976,253.8482186,268.4812103,301.4175345,368.8494423,432.1293156,490.0988714,,,,,,
Y15365,348.3186489,374.6713434,373.8592086,397.1142475,360.9303992,362.5003475,418.52395,415.3923519,428.8001691,433.762704,427.3442822,436.5799911,455.9653595,459.432984,486.8263122,514.7282908,531.095999,559.457259,595.0435303,,,,,,
Y15366,370.7061125,315.0381118,444.3285527,431.3108297,476.4369327,572.0776893,598.0887976,689.5233954,673.4814039,689.2557554,780.6565407,847.5997436,853.9230478,864.9968065,851.1144925,872.4623445,775.2901899,821.4040112,877.7702866,,,,,,
Y15367,511.4206422,582.4068538,672.5421941,673.9340269,873.2928792,1149.941288,1070.319976,1213.445198,1419.519124,1685.734612,2022.041419,2250.759546,2330.162413,2382.415081,2708.457402,3042.753185,3449.063203,3950.886902,4392.230364,,,,,,
Y15368,1041.360071,1201.209438,1086.441051,1347.613826,1102.240772,1878.876533,1859.779785,2178.785562,2130.284661,2156.26079,2370.320166,2236.927352,1940.55512,2134.74759,2566.07273,2366.289435,2543.927474,3039.62248,3768.454874,,,,,,
Y15369,834.5788385,909.7235459,945.0737257,1005.919192,1182.214485,1233.77531,1651.632267,2069.6176,2525.153676,2753.881046,2852.59809,3151.193819,3349.753509,3444.292612,3758.453935,4127.95965,4856.947594,5077.664858,5829.402334,,,,,,
Y15370,1156.995952,1195.13708,1209.436945,1634.99781,1979.199068,2093.107804,2182.270534,2328.217893,2596.931118,2819.330219,2951.739841,3331.484679,3585.01188,4032.583242,4046.539974,3814.675853,4675.35672,5084.910621,5342.65706,,,,,,
Y15371,308.769834,347.0675361,396.7947154,417.492936,459.2572835,478.0798081,477.5831305,514.2906983,514.1078674,506.2785091,502.4355643,527.4106796,582.0505151,608.9525843,679.0472327,755.2377726,767.4656933,822.9083719,824.9839706,,,,,,
Y15372,312.003166,303.0791903,330.2927177,341.3499121,358.1153597,371.3067597,373.8363355,385.5219223,400.6842529,433.4356253,431.0077645,475.0755863,520.5392723,539.012377,575.2471497,621.2775651,669.5796451,739.3352147,818.647589,,,,,,
Y15373,293.1084763,319.7316304,337.3957363,342.8430196,370.9040644,404.3964602,428.6593617,453.9387491,486.9356357,541.2419661,594.3814916,593.8434774,644.9971111,820.2262814,873.086425,833.1207663,850.4895725,925.2115768,977.8944799,,,,,,
Y15374,489.4745401,534.7778957,557.8429962,587.0482091,612.5116776,630.3902261,661.1467086,715.6068132,679.7164385,672.552317,686.4481493,686.7893913,740.3717514,751.7994395,815.7651238,859.1294889,912.165491,947.6052817,943.797577,,,,,,
Y15375,576.5658155,660.7564469,666.8478881,719.4812586,751.4367661,838.3013338,969.3988295,1148.154575,1224.358671,1300.420652,1325.276666,1448.037553,1438.480838,1531.923076,1570.122364,1501.312512,1706.873216,1808.218431,1982.349894,,,,,,
Y15376,507.2847101,552.7683731,706.8649452,673.7901647,668.1362188,624.988626,842.6373546,827.2961228,947.1571481,1100.492914,1241.216438,1410.572281,1552.45,1657.030278,1749.134653,1825.625055,1985.833488,2202.14721,2378.035693,,,,,,
Y15377,481.707376,516.3049142,591.8074229,683.8064363,803.0543174,634.892144,1129.19247,1078.489553,1079.066659,1294.53025,1595.537163,1555.992414,1364.701778,1522.316901,1760.555897,1163.386845,1016.587476,1002.105139,1157.268844,,,,,,
Y15378,276.1716106,274.0978448,281.2323256,295.3146169,303.9183726,320.9848063,347.6236694,298.4564592,327.6832774,343.9671115,368.0516834,418.8917095,427.6355945,446.9987783,509.0779922,625.6707028,607.6913703,755.896474,937.0355389,,,,,,
Y15379,1163.638375,961.5701086,1032.969221,1081.266993,1179.371016,1293.413818,1408.801428,1406.613858,1385.342298,1427.802784,1511.383291,1602.093558,1681.797645,1790.0643,1886.369425,,,,,,,,,,
Y15380,1314.959921,1339.660683,1454.771938,1607.247306,1525.741426,1507.88085,1548.043741,1615.38999,1543.40734,1545.956218,1569.336836,1689.966438,1829.230948,1912.957338,2008.446719,2278.202217,2501.607833,2792.735998,2837.133147,,,,,,
Y15381,82.62720081,86.604968,88.55767473,118.1147423,123.1817709,113.8978453,134.6317532,156.5106067,174.8841339,168.4732347,170.9615456,177.5006761,200.5874717,240.0626903,294.3776975,380.3822726,442.0750299,506.6565879,484.0152107,,,,,,
Y15382,67.92735225,69.76456139,76.36904618,90.94654476,102.9760924,114.9072471,124.9964863,120.9457909,126.1059406,139.3943849,155.4538301,182.9340878,203.3248608,238.5772104,256.1035606,285.3137627,331.0633008,405.118274,485.2988791,,,,,,
Y15383,119.3622274,138.4244274,139.4092501,132.9640466,133.646839,148.1371923,146.1605526,152.694475,162.2752005,172.3066857,179.2684908,173.267086,179.9898511,177.5302693,182.1328207,178.111745,195.9825072,201.4629281,224.2242256,,,,,,
Y15384,1104.4365,1140.980993,1154.80384,1425.513817,1097.421302,1281.597992,1746.029705,1933.49099,2379.63527,2773.767128,5295.72997,6146.067398,7321.388734,7703.746387,6684.51559,7496.98024,10051.36111,10224.12074,10107.05657,,,,,,
Y15385,108.875219,122.6293173,139.7318342,160.9013955,193.6400435,230.3671712,265.9970626,309.2749241,358.6375218,416.9963966,488.2713603,559.9286395,622.9261474,656.5137224,673.6459563,731.8268896,819.3962385,889.2988181,1013.545865,,,,,,
Y15386,1701.157101,1838.189786,2054.217987,2166.323775,2182.780144,2247.429121,2207.251126,2313.451414,2414.21136,2286.734292,2497.328542,2518.118647,2641.355752,2520.118532,3226.482533,2746.190311,2918.390889,3413.433699,3780.900144,,,,,,
Y15387,305.1772645,306.5172574,344.7975104,338.3981652,353.3210047,358.0330724,384.952555,417.401425,442.8292325,474.3453338,480.1599711,517.3111704,551.503603,596.4336286,612.4389211,657.9733665,716.4674526,768.932577,824.9126479,,,,,,
Y15388,1221.907194,1370.225174,1580.677237,1754.538418,1834.582791,1904.733951,1713.549282,1848.127454,2090.990768,2450.584369,2571.852702,2643.92938,2838.190533,3352.323958,3700.982559,3778.276816,3947.827317,4315.742238,5058.992516,,,,,,
Y15389,384.4516224,422.8977462,426.8489334,428.9117188,474.0830189,598.6072096,652.7320224,819.2406494,914.3983073,1177.873297,1249.319131,1187.467056,1261.039322,1249.455314,1133.255891,1327.55923,1244.355628,1150.998536,1151.131108,,,,,,
Y15390,453.9702707,504.2168338,532.1374346,566.0342212,590.031156,613.6458221,655.1553886,687.8014692,674.119076,668.3288321,717.5112419,686.1603388,736.6727297,765.2560387,844.5500384,879.7508935,958.6376764,975.957156,960.0928477,,,,,,
Y15391,662.2392443,720.7184932,933.5351431,866.9252643,868.1774686,855.9148136,994.2471046,1104.656882,1126.536894,1470.608883,1715.457205,1758.320206,1911.646105,1967.058009,1943.963117,1911.335999,2097.457549,2514.350285,2512.424226,,,,,,
Y15392,4006.741063,4045.401924,3864.219016,4307.322847,5126.660961,5034.24407,5012.670597,3904.727088,3888.56404,4187.60055,4350.389426,4504.963339,3965.782698,4291.639242,5380.626361,5046.233716,5032.976042,5278.835851,5645.236817,,,,,,
Y15393,227.2332409,234.299109,231.3228582,246.4391337,254.5020952,261.7273502,275.7544669,245.6881419,267.1633041,289.0728036,313.4725357,352.8284935,387.4475348,408.6346117,449.5768003,552.9974223,542.377884,668.2072784,824.8663657,,,,,,
Y15394,1194.548332,1020.476008,1030.073351,1070.001592,1135.501749,1222.481284,1313.00442,1317.575848,1348.204198,1388.353418,1444.667588,1543.937084,1634.044473,1734.003501,1870.705317,,,,,,,,,,
Y15395,1202.872728,1285.58698,1323.917147,1396.659697,1420.150911,1651.116258,1793.480623,1601.704463,1466.706674,1549.499387,1636.978505,1741.226671,1783.547913,1779.735625,1846.280675,1903.138493,1869.847601,1857.973062,1889.78968,,,,,,
Y15396,1043.971117,1204.356725,1088.274909,1344.028821,1074.571806,1613.83013,1819.96347,2142.427424,2096.012093,2119.344102,2298.618342,2165.394686,1878.73119,2057.28708,2481.535043,2303.075245,2482.769721,2972.595337,3702.295819,,,,,,
Y15397,829.0281621,902.091721,936.4857154,999.2575189,1166.934403,1220.091248,1636.761905,1974.366352,2418.486469,2632.142419,2733.236686,3011.363444,3201.28479,3296.466308,3599.49862,3967.536584,4673.322587,4889.589165,5663.312398,,,,,,
Y15398,5841.940298,5327.136973,3950.218041,2499.785225,2513.973377,2853.35434,3618.938004,3870.972676,4023.988849,3617.60977,4206.310187,4393.59213,4447.017371,5003.922951,5402.171369,,,,,,,,,,
Y15399,295.7327392,337.3912268,328.5414432,368.5155274,470.7825208,461.1198266,527.3474355,602.7525404,678.035707,870.0022306,866.8861864,998.4316371,1011.973941,943.4300204,991.7468396,1033.272797,1037.869213,1073.165783,1111.997034,,,,,,
Y15400,794.3104897,853.5053802,907.5714418,925.5246465,741.2071604,687.7675971,758.0069925,799.6356249,859.7632227,902.3387192,984.8745579,1026.518804,1038.151531,1093.427185,1144.883025,1221.00504,1307.784121,1399.07428,,,,,,,
Y15401,1364.986635,1431.343446,1533.628839,1842.014208,1890.794209,1909.074037,1727.691351,1916.576158,2097.374528,2412.366405,2553.042064,2668.365021,2813.984263,3160.982806,3449.477917,3569.806171,3785.988178,4116.507355,4600.130685,,,,,,
Y15402,3193.400652,3501.831789,3667.612178,3933.995398,4487.529465,5249.375229,5538.052672,6885.763904,7775.830167,9679.61423,8690.203135,8291.315859,8845.327528,8617.946365,8400.282699,8938.152867,8476.769313,8059.872437,7883.856473,,,,,,
Y15403,325.5381953,413.3367937,439.0983628,487.71754,434.2518157,472.6560995,477.7753478,589.877944,627.0574877,599.9307401,591.6886657,599.5727207,631.0954389,682.7393224,689.9339886,705.9382955,792.865151,824.2586674,897.1423127,,,,,,
Y15404,564.3141801,643.7306594,650.3168806,699.6369055,734.5164535,814.597968,940.3532034,1111.568436,1194.553368,1273.768264,1305.53746,1429.442201,1423.286633,1514.324204,1552.08762,1476.804886,1693.849334,1790.599008,1967.323557,,,,,,
Y15405,871.3395169,942.3345466,984.4212798,1035.533196,1062.35888,1152.487962,1258.566978,1407.381441,1390.284876,1319.884946,1514.331608,1562.513964,1491.13509,1349.1253,1295.882869,898.6457993,930.7165882,1022.999455,1166.228881,,,,,,
Y15406,4472.560847,4472.584526,4474.161361,4470.936654,4472.655561,4478.891864,4461.262537,4477.812283,4497.600774,4408.374552,4527.461523,4556.966247,4140.695888,3777.711687,3554.325832,3404.516257,3028.93832,3104.460479,3477.81755,,,,,,
Y15407,3045.619314,3503.423796,2840.501608,3203.075758,3700.239309,3872.201827,4197.578879,4429.009103,4070.862657,4239.699012,4472.53579,4323.221619,4394.837683,4462.419875,4509.41595,4619.25111,4687.806668,4628.382162,4702.512013,,,,,,
Y15408,4441.462533,4213.064655,3158.418975,3142.415666,3191.225375,2917.240374,2863.303405,2741.147958,2547.14144,2708.886742,2733.314399,2626.335708,2669.256669,2838.959344,2823.26756,2766.371036,2649.310873,2633.975245,2505.83351,,,,,,
Y15409,2467.685098,3780.409047,2951.417304,2724.806322,3103.370669,3664.913043,4723.59531,4923.629125,5621.951643,5804.193191,6688.982985,7785.141339,8471.01846,7846.763135,8047.807112,7554.941377,9376.076923,8244.176178,9233.754738,,,,,,
Y15410,9377.56746,9400.196054,9348.619124,9341.980431,9346.830573,9450.48886,9513.994518,9091.945545,9309.066903,9370.969668,9481.847978,9326.42901,8992.646092,8833.504888,9290.741133,8673.127508,8917.990328,8809.966664,8873.977534,,,,,,
Y15411,1605.340303,1672.458852,1634.115131,1509.446926,1873.814498,1519.083972,1517.9622,1099.958132,1136.665757,1140.349527,1506.816421,1420.359776,1428.811508,1495.175583,1505.71034,1490.573194,1397.588611,1398.716058,1433.588086,,,,,,
Y15412,6085.680513,6485.483714,6809.491269,7189.078967,7324.318284,7843.459568,8024.734696,8426.570757,8524.908665,8539.664673,8563.794882,9523.039865,9855.089284,10156.14308,10655.71812,10738.82139,11512.01967,11904.67561,11985.59082,,,,,,
Y15413,3906.45944,4169.815695,3771.463857,3708.389419,3560.447573,3719.863709,3786.065189,3648.085227,3401.667113,3452.906496,3418.857713,3494.667766,3477.904544,3468.730171,3640.29332,3633.21616,3782.899552,3871.863797,4037.036929,,,,,,
Y15414,8360.208425,8742.84389,9321.787827,8507.197214,9133.277342,9111.360182,9465.878072,9676.671513,8626.701917,8707.144861,10957.87221,5677.405834,4578.724317,14639.55994,16883.36452,12944.78941,17690.17959,8051.226295,7828.48248,,,,,,
Y15415,4825.711217,5361.288422,4932.599618,4900.348919,4974.555414,5108.236633,5364.338692,5515.61655,5188.606644,5315.505818,5431.809354,5563.173307,5556.868318,5481.969022,5476.358875,5392.798551,5431.126867,5343.801289,5564.501327,,,,,,
Y15416,4274.912373,4391.034252,4679.401112,4514.909498,4431.306874,4334.435968,4163.87374,4376.307115,4275.626855,3910.246722,3966.106001,3984.039766,4236.916807,4249.822417,4527.338599,4784.808398,4735.91681,4833.714275,5181.498317,,,,,,
Y15417,5713.990331,7000.080757,5750.10327,5188.912678,6014.242033,6236.943157,7128.423172,7333.768842,7472.338853,7788.926909,7844.941884,7536.472992,7621.428574,7699.760336,6990.871953,7310.261576,7616.386559,7475.981905,8225.47486,,,,,,
Y15418,788.1175512,886.6527614,966.3673496,970.790855,922.579079,997.8698239,981.8406823,1040.736921,1050.109552,1072.165817,1240.086884,1267.486932,1164.47208,1193.81669,1250.827196,,,,,,,,,,
Y15419,856.4077515,858.0768737,852.3570578,858.7893231,863.0842404,835.1976099,878.0861191,875.9689923,751.5377183,955.8324789,902.7075423,994.8953016,1109.976529,1149.79183,1279.652613,1396.308763,1320.201797,1299.434299,1226.176808,,,,,,
Y15420,8020.568078,8303.237418,7712.333925,7514.626117,8135.637825,7800.171919,7751.988317,7859.717786,7402.729586,6807.693609,6079.71855,7644.776392,7649.006194,7937.227407,6005.888612,6959.982666,7082.18671,7463.796857,7348.638394,,,,,,
Y15421,3017.170689,3171.341659,3368.224354,3904.542591,3640.597996,3634.530958,3636.220891,3466.265905,3440.509769,3429.708718,3479.968182,3644.986785,3315.966624,3369.045408,3411.683372,3496.547764,3470.034833,3531.628241,3129.378591,,,,,,
Y15422,871.065276,582.1745352,1075.453088,1336.488427,1537.785783,1429.622153,1373.07452,1565.176011,1598.397336,1466.413921,1727.948897,1621.300544,1492.192124,1458.703641,1532.040705,,,,,,,,,,
Y15423,1112.089115,1072.58036,1108.489295,1155.197657,954.0540541,1216.216216,1219.213974,1222.923159,1153.088423,1289.751782,1416.336634,1470.235348,1322.89056,1182.680902,1109.130588,1243.251928,1242.009133,1140.605764,1078.671717,,,,,,
Y15424,1390.290476,1289.326111,1194.971406,972.8915956,1010.305283,751.6280843,746.6358021,751.4127017,448.1591148,499.6419209,807.9126465,959.5948404,791.6864832,918.8949247,1011.819287,937.9352964,994.8808169,996.8477421,356.3511353,,,,,,
Y15425,6375.53174,7016.397553,7450.79805,6673.182913,6209.125237,5661.466321,6411.429276,6378.59434,6095.713558,5654.030119,5652.40634,5599.27073,5648.3687,5969.757277,6011.045537,6831.800879,7433.577846,7500.243682,7849.239402,,,,,,
Y15426,10948.13068,13628.9497,9975.050174,9194.438162,8071.563748,7588.706105,7773.889225,8418.638513,7711.406158,7932.208967,8665.304198,9078.210402,9023.013003,9301.199977,9225.226026,,,,,,,,,,
Y15427,5016.777191,4859.958695,5052.851731,4290.834725,3488.903661,3549.424525,3585.718676,3043.700436,3226.978396,3293.270742,3647.342995,4382.579934,4790.322581,4871.465296,5412.09763,5476.959202,5633.67463,6556.822983,7526.175323,,,,,,
Y15428,2600.594674,2269.251763,1062.624596,1838.282076,2495.258869,1063.181375,3364.235426,2447.091635,2527.981304,2253.086175,2708.886539,2851.671668,3036.462876,3593.615228,4547.816917,4032.24611,4116.787557,3904.705385,3816.576387,,,,,,
Y15429,884.4524775,953.5085474,903.3829964,999.8336765,1144.435165,1234.883494,1166.110118,1209.178465,1115.441331,1140.600869,1152.396033,1618.434216,1692.18944,3367.930466,2738.552664,2750.868939,3541.126288,2507.858027,2352.659827,,,,,,
Y15430,3577.714155,4332.22135,4215.563875,4540.44591,4553.604895,4112.711249,4203.828617,3954.888214,3359.288293,3174.178474,3685.526465,3903.586219,4338.592824,4766.688708,4227.952207,5202.57792,5655.636213,5781.473347,6785.404088,,,,,,
Y15431,1789.075251,2102.651214,1961.129662,1962.877938,1900.137942,1948.977133,2060.373654,2288.513038,2055.319667,2086.691883,2473.14728,2504.985841,2519.521347,2574.799364,2481.01819,2572.119042,2687.504311,2716.619684,2771.711238,,,,,,
Y15432,5586.313533,5775.586284,5773.295632,5714.833769,5840.5843,5658.946123,6236.687555,6697.967613,6432.142316,6386.94683,6404.779363,6777.472544,6578.55853,6931.492398,6889.313999,7484.893492,7606.53735,6706.89219,7087.615347,,,,,,
Y15433,5239.959143,7667.811231,5303.325977,6576.378228,6175.572974,6695.770794,6019.924552,5902.032959,5989.580653,6784.437154,5566.720476,5733.235449,6855.916754,4399.430261,4190.942137,5595.076982,4517.194258,4755.815737,6182.434257,,,,,,
Y15434,1731.215833,1731.111243,1731.207256,1731.329,1730.797473,1731.495298,1731.694224,1729.202895,1733.588899,1732.290929,1721.72845,1746.750073,1728.399605,1690.02177,1729.073457,1599.555953,1610.379418,1876.332843,1396.516847,,,,,,
